,Rank,Total Assets,Bank Name
3954,3954,"$114,026,000",Citizens State Bank
3955,3955,"$113,820,000",Richland County Bank
3956,3956,"$113,811,000",Riverstone Bank
3957,3957,"$113,805,000",Citizens State Bank and Trust Company
3958,3958,"$113,768,000",ClearPoint Federal Bank & Trust
3959,3959,"$113,602,000",Maple Bank
3960,3960,"$113,340,000",Bank of Dixon County
3961,3961,"$113,327,000",American Heritage Bank
3962,3962,"$113,228,000",First State Bank
3963,3963,"$112,923,000",Bank of Gibson City
3964,3964,"$112,800,000",Wahoo State Bank
3965,3965,"$112,735,000",The Merchants and Farmers Bank of Salisbury
3966,3966,"$112,580,000",Savanna-Thomson State Bank
3967,3967,"$112,565,000",The Peoples Bank
3968,3968,"$112,502,000",The First National Bank of Arenzville
3969,3969,"$112,260,000",The Farmers State Bank of Brush
3970,3970,"$112,169,000",Del Norte Bank
3971,3971,"$112,037,000",The Southern Bank Company
3972,3972,"$111,984,000",State Bank of New Richland
3973,3973,"$111,881,000",Bedford Loan & Deposit Bank
3974,3974,"$111,867,000",National Bank of St. Anne
3975,3975,"$111,865,000",Millennial Bank
3976,3976,"$111,738,000","Fidelity Personal Trust Company, FSB"
3977,3977,"$111,519,000",Pocahontas State Bank
3978,3978,"$111,490,000",Farmers State Bank & Trust Co.
3979,3979,"$111,346,000",Standing Stone Bank
3980,3980,"$111,253,000",Cache Bank and Trust
3981,3981,"$111,143,000",First Bank
3982,3982,"$111,118,000",Fidelity Bank of Texas
3983,3983,"$111,083,000",HomePride Bank
3984,3984,"$111,082,000",State Bank of Cherry
3985,3985,"$110,855,000",Elk State Bank
3986,3986,"$110,724,000",Community Bank
3987,3987,"$110,574,000",The Citizens National Bank of McConnelsville
3988,3988,"$110,555,000",Wake Forest Federal Savings and Loan Association
3989,3989,"$110,444,000",Bank
3990,3990,"$110,385,000",The Cincinnatus Savings & Loan Co.
3991,3991,"$110,312,000",Bank of Halls
3992,3992,"$110,096,000",Community First Bank
3993,3993,"$110,011,000",COMMUNITY FIRST BANK
3994,3994,"$109,879,000",The State Bank of Bern
3995,3995,"$109,841,000",The Granville National Bank
3996,3996,"$109,832,000",Edward Jones Trust Company
3997,3997,"$109,805,000",Investment Savings Bank
3998,3998,"$109,673,000",Home Federal Savings and Loan Association of Niles
3999,3999,"$109,505,000",The Wilson State Bank
4000,4000,"$109,409,000",Bank of Eufaula
4001,4001,"$109,346,000",Farmers and Merchants State Bank of Blooming Prairie
4002,4002,"$109,272,000",The Peoples Bank
4003,4003,"$109,003,000",First Community Bank of Moultrie County
4004,4004,"$108,996,000",The First National Bank
4005,4005,"$108,853,000",Citizens State Bank Norwood Young America
4006,4006,"$108,770,000",Tandem Bank
4007,4007,"$108,688,000",Connect Bank
4008,4008,"$108,576,000","Clay County Bank, Inc."
4009,4009,"$108,332,000",Peoples Bank of Greensboro
4010,4010,"$108,157,000",Citizens Bank of Rogersville
4011,4011,"$107,769,000",Anderson State Bank
4012,4012,"$107,659,000",Greater State Bank
4013,4013,"$107,606,000",Fidelity Bank
4014,4014,"$107,605,000",Liberty State Bank
4015,4015,"$107,487,000",Fort Davis State Bank
4016,4016,"$107,481,000",Conway Bank
4017,4017,"$107,357,000",Fowler State Bank
4018,4018,"$107,333,000",Pioneer Federal Savings and Loan Association
4019,4019,"$107,266,000",The Warrington Bank
4020,4020,"$107,075,000",McIntosh County Bank
4021,4021,"$107,059,000",Flora Bank & Trust
4022,4022,"$107,030,000",Peoples Bank
4023,4023,"$106,991,000",FNNB Bank
4024,4024,"$106,945,000",Stearns Bank Holdingford
4025,4025,"$106,696,000",St. Clair State Bank (Incorporated)
4026,4026,"$106,542,000",Bank of Brookfield - Purdin
4027,4027,"$106,365,000",The Cowboy Bank of Texas
4028,4028,"$106,362,000",The First National Bank of Williamson
4029,4029,"$106,195,000",The First Central National Bank of St. Paris
4030,4030,"$106,091,000",Sidney State Bank
4031,4031,"$106,081,000",Anna State Bank
4032,4032,"$106,077,000",The State Bank of Geneva
4033,4033,"$105,953,000",G. W. Jones Exchange Bank
4034,4034,"$105,894,000",Security Bank of Southwest Missouri
4035,4035,"$105,879,000",Century Bank of Florida
4036,4036,"$105,863,000",The Bank of Grain Valley
4037,4037,"$105,820,000",Farmers and Merchants Bank of Ashland
4038,4038,"$105,791,000",CentreBank
4039,4039,"$105,656,000",Gunnison Savings and Loan Association
4040,4040,"$105,634,000",Stockmens National Bank in Cotulla
4041,4041,"$105,604,000",The Glen Burnie Mutual Savings Bank
4042,4042,"$105,440,000",Auburn Banking Company
4043,4043,"$105,398,000",Washington Business Bank
4044,4044,"$105,271,000",Tri-State Bank of Memphis
4045,4045,"$105,069,000","Commercial Bank of Oak Grove, Mo."
4046,4046,"$105,068,000",Loyal Trust Bank
4047,4047,"$105,053,000",Williamsville State Bank & Trust
4048,4048,"$104,988,000",Bank of Bozeman
4049,4049,"$104,852,000",First National Bank in Fredonia
4050,4050,"$104,846,000","Community Bank of Wichita, Inc."
4051,4051,"$104,822,000","The Samson Banking Company, Inc."
4052,4052,"$104,817,000",Bank of Moundville
4053,4053,"$104,808,000",Countryside Bank
4054,4054,"$104,739,000",The First National Bank of Bagley
4055,4055,"$104,474,000",Woodruff Federal Savings and Loan Association
4056,4056,"$104,414,000",Mayville State Bank
4057,4057,"$104,303,000",Farmers State Bank of Munith
4058,4058,"$104,287,000",FDS Bank
4059,4059,"$104,170,000",The Twin Valley Bank
4060,4060,"$104,169,000","The Lytle State Bank of Lytle, Texas"
4061,4061,"$104,024,000",Commercial State Bank
4062,4062,"$103,971,000",Oakwood Bank
4063,4063,"$103,932,000",The National Bank of Adams County of West Union
4064,4064,"$103,715,000",Heartland State Bank
4065,4065,"$103,627,000",DNB NATIONAL BANK
4066,4066,"$103,542,000",Community Bank
4067,4067,"$103,539,000",Exchange State Bank
4068,4068,"$103,444,000",Waldo State Bank
4069,4069,"$103,403,000",Southern Bank
4070,4070,"$103,289,000",Brantley Bank and Trust Company
4071,4071,"$103,269,000","First Mutual Bank, FSB"
4072,4072,"$103,234,000",The Hamilton Bank
4073,4073,"$103,001,000",TNB Bank
4074,4074,"$102,868,000","Citizens State Bank of Waverly, Inc."
4075,4075,"$102,693,000",Mainstreet Bank
4076,4076,"$102,564,000",Community Bank of Trenton
4077,4077,"$102,411,000",Bank of Maple Plain
4078,4078,"$101,999,000",Eureka Homestead
4079,4079,"$101,945,000",Lincoln State Bank
4080,4080,"$101,832,000",Millbury National Bank
4081,4081,"$101,616,000","Security State Bank, Wishek, North Dakota"
4082,4082,"$101,397,000",Bar Harbor Savings and Loan Association
4083,4083,"$101,314,000",The First National Bank of Coleraine
4084,4084,"$101,276,000",The First National Bank of Sparta
4085,4085,"$100,807,000",Prime Security Bank
4086,4086,"$100,686,000",GN Bank
4087,4087,"$100,648,000",First Security State Bank
4088,4088,"$100,362,000",State Bank of Medora
4089,4089,"$100,324,000",The Buckholts State Bank
4090,4090,"$100,251,000",The State Bank of Wynnewood
4091,4091,"$100,114,000",Garfield County Bank
4092,4092,"$99,825,000",Monroe Savings Bank
4093,4093,"$99,797,000",Century Savings and Loan Association
4094,4094,"$99,645,000","Concordia Bank of Concordia, Missouri"
4095,4095,"$99,640,000",RiverBank
4096,4096,"$99,609,000",First State Bank of Le Center
4097,4097,"$99,544,000","Maple City Savings Bank, FSB"
4098,4098,"$99,518,000",California Business Bank
4099,4099,"$99,415,000",The Bank of Magnolia Company
4100,4100,"$99,397,000","Auburn Savings Bank, FSB"
4101,4101,"$99,290,000",Sunnyside Federal Savings and Loan Association of Irvington
4102,4102,"$99,157,000","Belmont Savings Bank, SSB"
4103,4103,"$99,031,000",Security National Bank
4104,4104,"$98,787,000",Progressive National Bank
4105,4105,"$98,779,000","Grand Bank for Savings, FSB"
4106,4106,"$98,730,000",Bank of Commerce and Trust Company
4107,4107,"$98,710,000",Hiawatha Bank and Trust Company
4108,4108,"$98,595,000",The Peoples Bank
4109,4109,"$98,477,000",First Bank and Trust of Fullerton
4110,4110,"$98,433,000",Union Bank & Trust Company
4111,4111,"$98,365,000",Community State Bank
4112,4112,"$98,348,000",Sibley State Bank
4113,4113,"$98,265,000",The First State Bank
4114,4114,"$98,239,000",The Hamler State Bank
4115,4115,"$97,967,000",Priority Bank
4116,4116,"$97,858,000",The First National Bank of Hebbronville
4117,4117,"$97,778,000",Peoples Bank and Trust Company
4118,4118,"$97,724,000",Port Richmond Savings
4119,4119,"$97,620,000",Lena State Bank
4120,4120,"$97,510,000",Security Bank of Crawford
4121,4121,"$97,493,000",Fredonia Valley Bank
4122,4122,"$97,462,000",Security State Bank
4123,4123,"$97,388,000",The Farmers & Merchants Bank
4124,4124,"$97,384,000","Abbeville First Bank, SSB"
4125,4125,"$97,356,000",The Baldwin State Bank
4126,4126,"$97,323,000",The Metamora State Bank
4127,4127,"$97,126,000",Citizens National Bank
4128,4128,"$96,907,000",Oklahoma Heritage Bank
4129,4129,"$96,762,000",FNB Coweta
4130,4130,"$96,660,000",First Bank of Beloit
4131,4131,"$96,539,000",Senath State Bank
4132,4132,"$96,489,000",The Gerber State Bank
4133,4133,"$96,297,000",Atascosa Bank
4134,4134,"$96,238,000",First National Bank of Kansas
4135,4135,"$96,178,000",Civis Bank
4136,4136,"$96,112,000",Clay County State Bank
4137,4137,"$95,892,000",Alton Bank
4138,4138,"$95,668,000",Sound Banking Company
4139,4139,"$95,601,000",First Farmers & Merchants State Bank
4140,4140,"$95,587,000",State Bank of Wheaton
4141,4141,"$95,547,000",Community Trust Bank
4142,4142,"$95,436,000",First Security Bank
4143,4143,"$95,215,000",Security Bank and Trust Company
4144,4144,"$95,117,000","Worthington Federal Savings Bank, FSB"
4145,4145,"$95,047,000",SouthFirst Bank
4146,4146,"$95,029,000",First Federal Savings and Loan Bank
4147,4146,"$95,029,000",The Stockgrowers State Bank
4148,4148,"$94,946,000",First State Bank of Golva
4149,4149,"$94,885,000",Founders Bank
4150,4150,"$94,704,000",First State Bank of Randolph County
4151,4151,"$94,694,000",Carmine State Bank
4152,4152,"$94,579,000",Eagle Bank
4153,4153,"$94,519,000","Business Bank of Texas, N.A."
4154,4154,"$94,400,000",First National Bank
4155,4155,"$94,294,000",Plus International Bank
4156,4156,"$94,233,000","Tempo Bank, A Federal Savings Bank"
4157,4157,"$94,014,000",Cedar Valley Bank & Trust
4158,4158,"$93,986,000",Dedicated Community Bank
4159,4159,"$93,915,000",Connections Bank
4160,4160,"$93,795,000",Spring Valley Bank
4161,4161,"$93,777,000",Platte Valley Bank
4162,4162,"$93,651,000",County Savings Bank
4163,4163,"$93,641,000",Black River Country Bank
4164,4164,"$93,602,000",Rocky Mountain Bank & Trust
4165,4165,"$93,577,000",The First National Bank in Falfurrias
4166,4166,"$93,539,000",The Baltic State Bank
4167,4167,"$93,368,000",Farmers and Mechanics Federal Savings Bank
4168,4168,"$93,239,000",Johnson State Bank
4169,4169,"$93,026,000",The Peoples Bank
4170,4170,"$92,958,000",Stroud National Bank
4171,4171,"$92,897,000",Cleo State Bank
4172,4172,"$92,886,000","The Bankers' Bank of Kentucky, Inc."
4173,4173,"$92,833,000",Armstrong County Building and Loan Association
4174,4174,"$92,782,000",TPNB Bank
4175,4175,"$92,770,000",The First State Bank of Red Wing
4176,4176,"$92,759,000",Community Bank and Trust - West Georgia
4177,4177,"$92,680,000",Metz Banking Company
4178,4178,"$92,636,000",The First National Bank of Quitaque
4179,4178,"$92,636,000",Union State Bank
4180,4180,"$92,589,000",First Bank
4181,4181,"$92,542,000",First State Bank of Bigfork
4182,4182,"$92,359,000",The First National Bank of Cokato
4183,4183,"$92,309,000","Merchants & Farmers Bank of Greene County, Alabama"
4184,4184,"$92,229,000",First State Bank of Harvey
4185,4185,"$92,222,000",First State Bank of Beecher City
4186,4186,"$92,161,000",CBW Bank
4187,4187,"$92,155,000",Zapata National Bank
4188,4188,"$92,153,000",American Equity Bank
4189,4189,"$92,133,000",Farmers and Merchants Savings Bank
4190,4190,"$92,106,000",Mutual Federal Bank
4191,4191,"$91,940,000",The First National Bank of Hope
4192,4192,"$91,788,000",Farmers State Bank of Underwood
4193,4193,"$91,679,000",Spectra Bank
4194,4194,"$91,543,000",New Republic Bank
4195,4195,"$91,373,000",Miners Exchange Bank
4196,4196,"$91,177,000",Community State Bank
4197,4197,"$91,064,000",Logan County Bank
4198,4198,"$91,005,000",Melvin Savings Bank
4199,4199,"$90,845,000",Commodore Bank
4200,4200,"$90,635,000",American Investors Bank and Mortgage
4201,4201,"$90,543,000",Junction National Bank
4202,4202,"$90,464,000",Citizens State Bank
4203,4203,"$90,410,000","Home Savings and Loan Association of Carroll County, F.A."
4204,4204,"$90,392,000",Currie State Bank
4205,4205,"$90,288,000",The University National Bank of Lawrence
4206,4206,"$90,152,000","Rockland Savings Bank, FSB"
4207,4207,"$90,131,000",Security State Bank
4208,4208,"$90,086,000",Peoples State Bank
4209,4209,"$89,967,000",California First National Bank
4210,4210,"$89,893,000",Tustin Community Bank
4211,4211,"$89,821,000",The Old Exchange National Bank of Okawville
4212,4212,"$89,419,000",Tioga-Franklin Savings Bank
4213,4213,"$89,383,000",First Colorado National Bank
4214,4214,"$89,352,000",The Bank of Milan
4215,4215,"$89,264,000",First Federal Savings and Loan Association
4216,4216,"$89,259,000",The First National Bank of Hooker
4217,4217,"$89,229,000",The Millyard Bank
4218,4218,"$89,192,000",Triumph State Bank
4219,4219,"$89,042,000",Peoples Exchange Bank
4220,4220,"$88,971,000",Kendall Bank
4221,4221,"$88,967,000",United Orient Bank
4222,4222,"$88,844,000",Bank of Bearden
4223,4223,"$88,826,000",The International Bank of Amherst
4224,4224,"$88,755,000",KeySavings Bank
4225,4225,"$88,750,000",North Cambridge Co-operative Bank
4226,4226,"$88,743,000",The Lyndon State Bank
4227,4227,"$88,696,000",The First Bank and Trust Company of Murphysboro
4228,4228,"$88,662,000",Cambridge State Bank
4229,4229,"$88,629,000",First National Bank
4230,4230,"$88,572,000",Bank of Louisiana
4231,4231,"$88,554,000",The Ottoville Bank Company
4232,4232,"$88,487,000",Summit National Bank
4233,4233,"$88,365,000",Northern State Bank of Virginia
4234,4234,"$88,262,000",Gateway Bank
4235,4235,"$88,223,000",The First State Bank of Rosemount
4236,4236,"$87,964,000",West Plains Savings and Loan Association
4237,4237,"$87,828,000",Farmers and Merchants State Bank of Bushnell
4238,4238,"$87,311,000",The MassMutual Trust Company
4239,4239,"$87,107,000",Bank of Hancock County
4240,4240,"$86,914,000",Menard Bank
4241,4241,"$86,901,000",Champion Bank
4242,4242,"$86,866,000",First Bank of Linden
4243,4243,"$86,790,000",Lakeside State Bank
4244,4244,"$86,430,000",Bank of Stronghurst
4245,4245,"$86,428,000",The Bank of Burlington
4246,4246,"$86,404,000",Capital Bank of Texas
4247,4247,"$86,392,000",The Hershey State Bank
4248,4248,"$86,379,000",First State Bank Minnesota
4249,4249,"$86,297,000",Laurens State Bank
4250,4250,"$86,183,000",Strasburg State Bank
4251,4251,"$86,159,000",The Bendena State Bank
4252,4252,"$86,142,000",Peoples Bank
4253,4253,"$86,099,000",Scottsburg Building and Loan Association
4254,4254,"$86,068,000",The Watkins Savings Bank
4255,4255,"$85,859,000",Community Savings Bank
4256,4256,"$85,821,000",Independence State Bank
4257,4257,"$85,787,000",The First National Bank of Osakis
4258,4258,"$85,738,000","The Exchange State Bank of St. Paul, Kansas"
4259,4259,"$85,722,000",American Metro Bank
4260,4260,"$85,719,000",First State Bank
4261,4261,"$85,711,000",First National Bank of Wauchula
4262,4262,"$85,704,000",The First National Bank of Lindsay
4263,4263,"$85,602,000",American Bank of the Carolinas
4264,4264,"$85,594,000",Janesville State Bank
4265,4265,"$85,559,000",First Security Bank
4266,4266,"$85,432,000",The First National Bank of Johnson
4267,4267,"$85,423,000",Stearns Bank Upsala
4268,4268,"$85,316,000",State Bank of Bottineau
4269,4269,"$85,308,000",State Bank of Eagle Butte
4270,4270,"$85,179,000",Covington County Bank
4271,4271,"$85,160,000",Conneaut Savings Bank
4272,4272,"$85,027,000",Scribner Bank
4273,4273,"$84,766,000",Siouxland Bank
4274,4274,"$84,630,000","Roanoke Rapids Savings Bank, SSB"
4275,4275,"$84,519,000",The First National Bank of Orwell
4276,4276,"$84,472,000",Hodge Bank & Trust Company
4277,4277,"$84,445,000",Integrity Bank Plus
4278,4278,"$84,327,000",First Citizens Bank of Butte
4279,4279,"$84,116,000",The Citizens Bank of Edina
4280,4280,"$83,987,000",Mason City National Bank
4281,4281,"$83,886,000",United Security Bank
4282,4282,"$83,842,000",Readlyn Savings Bank
4283,4283,"$83,829,000",Pavillion Bank
4284,4284,"$83,792,000",First National Bank in Okeene
4285,4285,"$83,668,000",Burton State Bank
4286,4286,"$83,582,000",Bank of Walker County
4287,4287,"$83,491,000",First Bank and Trust Company
4288,4288,"$83,419,000",Bandera Bank
4289,4289,"$83,329,000",The Sherwood State Bank
4290,4290,"$83,303,000",First National Bank
4291,4290,"$83,303,000",Heritage Bank
4292,4292,"$83,077,000",Citizens State Bank
4293,4293,"$82,980,000",Silex Banking Company
4294,4294,"$82,864,000",The Covington Savings and Loan Association
4295,4295,"$82,711,000",Movement Bank
4296,4296,"$82,705,000",Bank of the South
4297,4297,"$82,633,000",Bank of Gueydan
4298,4298,"$82,567,000",Dixon Bank
4299,4299,"$82,258,000",The First National Bank of Peterstown
4300,4300,"$82,207,000",The First State Bank of Healy
4301,4301,"$82,182,000",Ascent Bank
4302,4302,"$82,146,000",The Miners National Bank of Eveleth
4303,4303,"$82,049,000",The Bank of Bourbonnais
4304,4304,"$81,889,000",California Pacific Bank
4305,4305,"$81,836,000",Lake City Federal Bank
4306,4306,"$81,742,000",Villa Grove State Bank
4307,4307,"$81,674,000",The First National Bank of Okawville
4308,4308,"$81,595,000",Farmers and Merchants Bank of Kendall
4309,4309,"$81,463,000",Community State Bank
4310,4310,"$81,402,000",Investors Community Bank
4311,4311,"$81,297,000",Zavala County Bank
4312,4312,"$81,283,000",The City National Bank of San Saba
4313,4313,"$81,274,000",FNB Washington
4314,4314,"$81,262,000",Citizens Bank of Cape Vincent
4315,4315,"$81,220,000",Home Savings Bank
4316,4316,"$81,175,000",Twin City Bank
4317,4317,"$81,170,000",Bank of Morton
4318,4318,"$81,129,000",First Naturalstate Bank
4319,4319,"$81,044,000",State Bank
4320,4320,"$80,871,000",Colchester State Bank
4321,4321,"$80,856,000",Thayer County Bank
4322,4322,"$80,839,000","California International Bank, N.A."
4323,4323,"$80,771,000",Root River State Bank
4324,4324,"$80,734,000",Midland Community Bank
4325,4325,"$80,606,000",The Kansas State Bank Overbrook Kansas
4326,4326,"$80,567,000",First Security Bank of Roundup
4327,4327,"$80,479,000","American Exchange Bank, Lindsay, Oklahoma"
4328,4328,"$80,458,000",The Four County Bank
4329,4329,"$80,438,000",F & M Bank and Trust Company
4330,4330,"$80,374,000","Farmers & Merchants State Bank of New York Mills, Incorporated"
4331,4331,"$80,325,000",Homestead Savings Bank
4332,4332,"$80,081,000",State Savings Bank
4333,4333,"$80,024,000",Owingsville Banking Company
4334,4334,"$79,869,000","Citizens Bank of Cumberland County, Inc."
4335,4335,"$79,732,000",First State Bank
4336,4336,"$79,709,000",First State Bank of Cando
4337,4337,"$79,687,000",The Corn City State Bank
4338,4338,"$79,566,000",Neighbors Bank
4339,4339,"$79,480,000",Small Business Bank
4340,4340,"$79,449,000",State Bank of Cold Spring
4341,4341,"$79,440,000",Southwest Bank of Weatherford
4342,4342,"$79,434,000",First Security Bank
4343,4343,"$79,423,000",The First National Bank of Ava
4344,4344,"$79,396,000",The State Bank
4345,4345,"$79,302,000","Bank of the Mountains, Inc."
4346,4346,"$79,130,000",First Federal Savings Bank of Washington
4347,4347,"$79,042,000",Greenfield Banking Company
4348,4348,"$78,955,000",Headwaters State Bank
4349,4349,"$78,927,000",First Security Bank - Canby
4350,4350,"$78,926,000",American Exchange Bank
4351,4351,"$78,841,000",COREBANK
4352,4352,"$78,807,000",Amory Federal Savings and Loan Association
4353,4353,"$78,638,000",Nashville Savings Bank
4354,4354,"$78,608,000",Bank of Calhoun County
4355,4355,"$78,476,000",CenBank
4356,4356,"$78,379,000",Bonduel State Bank
4357,4357,"$78,363,000",Hometown Community Bank
4358,4358,"$78,221,000",UBank
4359,4359,"$78,148,000",The State Exchange Bank
4360,4360,"$78,144,000",First Security Bank - West
4361,4361,"$77,934,000",First Bank of Utica
4362,4362,"$77,903,000",First Farmers & Merchants State Bank of Grand Meadow
4363,4363,"$77,770,000","The Citizens State Bank of Cheney, Kansas"
4364,4364,"$77,724,000",Bonanza Valley State Bank
4365,4365,"$77,653,000",Superior Savings Bank
4366,4366,"$77,398,000",Tri-Valley Bank
4367,4367,"$77,280,000",The Bank of Protection
4368,4368,"$77,181,000","Farmers Bank of Lohman, Missouri"
4369,4369,"$77,154,000",State Bank of St. Jacob
4370,4370,"$76,973,000",Ladysmith Federal Savings and Loan Association
4371,4371,"$76,962,000","Angelina Savings Bank, SSB"
4372,4372,"$76,919,000",Bank of Billings
4373,4373,"$76,740,000",The First National Bank of Anson
4374,4374,"$76,725,000",Belt Valley Bank
4375,4375,"$76,414,000",Bank of Yates City
4376,4376,"$76,268,000",The Farmers Bank
4377,4377,"$76,263,000",Home National Bank
4378,4378,"$76,176,000",The First National Bank of Manning
4379,4379,"$76,168,000",Woodsfield Savings Bank
4380,4380,"$76,051,000",Comerica Bank & Trust
4381,4381,"$76,041,000",The First National Bank of Germantown
4382,4382,"$75,943,000",The First Security Bank
4383,4383,"$75,930,000",Beauregard FSB
4384,4384,"$75,787,000",Washita State Bank
4385,4385,"$75,665,000",The First State Bank
4386,4386,"$75,562,000",American State Bank of Grygla
4387,4387,"$75,559,000",The First National Bank of Trinity
4388,4388,"$75,435,000",The Fowler State Bank
4389,4389,"$75,247,000",Breda Savings Bank
4390,4390,"$75,172,000",Freedom Bank
4391,4391,"$74,945,000",First State Bank of San Diego
4392,4392,"$74,939,000",Our Community Bank
4393,4393,"$74,854,000",Peoples Bank of Altenburg
4394,4394,"$74,852,000",Logan State Bank
4395,4395,"$74,834,000",Peoples State Bank
4396,4396,"$74,802,000",Great Nations Bank
4397,4397,"$74,797,000",Bank of Lindsay
4398,4398,"$74,756,000",Community Bank Owatonna
4399,4399,"$74,745,000",The First National Bank of Blanchester
4400,4400,"$74,735,000",Citizens Savings Bank
4401,4401,"$74,728,000",The Farmers State Bank
4402,4402,"$74,657,000",Prairie Sun Bank
4403,4403,"$74,631,000",Security State Bank of Wanamingo
4404,4404,"$74,630,000",Citizens State Bank of Luling
4405,4405,"$74,616,000",Heritage Bank Minnesota
4406,4406,"$74,582,000",First City Bank
4407,4407,"$74,542,000",Bank of Wrightsville
4408,4408,"$74,281,000",The Benton State Bank
4409,4409,"$74,228,000",First Community Bank
4410,4410,"$74,194,000",Jackson Parish Bank
4411,4411,"$74,189,000",Home Bank of Arkansas
4412,4412,"$74,052,000",Western Bank of Clovis
4413,4413,"$73,989,000",The Atlanta National Bank
4414,4414,"$73,919,000",Limebank
4415,4415,"$73,913,000",Southeast First National Bank
4416,4416,"$73,716,000",Classic City Bank
4417,4417,"$73,695,000",Concorde Bank
4418,4418,"$73,526,000",Milton Savings Bank
4419,4419,"$73,486,000",Bank of Buffalo
4420,4420,"$73,477,000",Catlin Bank
4421,4421,"$73,448,000",Community Bank of Missouri
4422,4422,"$73,368,000",Farmers State Bank of Trimont
4423,4423,"$73,335,000",Lawrenceburg Federal Bank
4424,4424,"$73,191,000",The First National Bank of Eldorado
4425,4425,"$73,090,000",The Commercial Bank
4426,4426,"$73,041,000",The Farmers State Bank
4427,4427,"$72,719,000",First National Bank of South Padre Island
4428,4428,"$72,682,000",Heartland State Bank
4429,4429,"$72,650,000",Iowa Prairie Bank
4430,4430,"$72,609,000",Latimer State Bank
4431,4431,"$72,538,000",Farmers & Merchants Bank of Craig County
4432,4432,"$72,456,000","Brainerd Savings and Loan Association, A Federal Association"
4433,4433,"$72,452,000",First Capital Bank
4434,4434,"$72,174,000",The First National Bank of Aspermont
4435,4435,"$72,167,000",The First National Bank of Sandoval
4436,4436,"$72,066,000",Bank of Lake Village
4437,4437,"$71,957,000",Chambers State Bank
4438,4438,"$71,886,000",Farmers Security Bank
4439,4439,"$71,802,000",Galion Building and Loan Bank
4440,4440,"$71,757,000",Mayville Savings Bank
4441,4441,"$71,743,000",The First National Bank of Brooksville
4442,4442,"$71,674,000",First State Bank
4443,4443,"$71,254,000",The Pleasants County Bank
4444,4444,"$71,243,000",Kaw Valley State Bank
4445,4445,"$70,917,000",Valley Exchange Bank
4446,4446,"$70,891,000",Huron State Bank
4447,4447,"$70,526,000",Basile State Bank
4448,4448,"$70,519,000",Sanborn Savings Bank
4449,4449,"$70,486,000",Marseilles Bank
4450,4450,"$70,458,000",Bank of Holyrood
4451,4451,"$70,447,000",Rushford State Bank (Incorporated)
4452,4452,"$70,446,000",Preferred Bank
4453,4453,"$70,369,000",Highland Federal Savings and Loan Association
4454,4454,"$70,235,000",First National Bank of Benton
4455,4455,"$70,062,000",First Tri County Bank
4456,4456,"$69,972,000",The Farmers State Bank
4457,4457,"$69,889,000",farmbank
4458,4458,"$69,872,000",The First National Bank of Dighton
4459,4459,"$69,859,000",Peoples Bank of Moniteau County
4460,4460,"$69,649,000",Quarry City Savings and Loan Association
4461,4461,"$69,622,000",First State Bank
4462,4462,"$69,383,000",Waterman State Bank
4463,4463,"$69,142,000",Holladay Bank & Trust
4464,4464,"$69,068,000",The First National Bank of Lacon
4465,4465,"$68,989,000",Genoa Community Bank
4466,4466,"$68,807,000",Bank of Evergreen
4467,4467,"$68,749,000",Sicily Island State Bank
4468,4468,"$68,714,000",Washington State Bank
4469,4469,"$68,360,000",Citizens State Bank
4470,4470,"$68,260,000",Clarkson Bank
4471,4471,"$68,254,000",Hustisford State Bank
4472,4472,"$68,242,000",First Security Bank and Trust Company
4473,4473,"$68,112,000",Turtle Mountain State Bank
4474,4474,"$68,081,000",Key Community Bank
4475,4475,"$67,977,000",The Tampa State Bank
4476,4476,"$67,965,000",Bank of Elgin
4477,4477,"$67,798,000",Peoples First Savings Bank
4478,4478,"$67,717,000",The Peoples Savings and Loan Company
4479,4479,"$67,684,000",Beardstown Savings s.b.
4480,4480,"$67,651,000",Bank of Bluffs
4481,4481,"$67,637,000",1st Cameron State Bank
4482,4482,"$67,504,000",Independence Bank
4483,4483,"$67,401,000",Security Bank
4484,4484,"$67,352,000",Sunrise Bank Dakota
4485,4485,"$67,252,000",Carver State Bank
4486,4486,"$67,228,000",Springfield State Bank
4487,4487,"$67,106,000",Chester National Bank
4488,4488,"$66,874,000",1st Community Bank
4489,4489,"$66,802,000",The Bank of Commerce
4490,4490,"$66,786,000",Security State Bank of Kenyon
4491,4491,"$66,702,000",The Citizens State Bank at Mohall
4492,4492,"$66,654,000",Raymond Federal Bank
4493,4493,"$66,618,000",First Bank and Trust of Memphis
4494,4494,"$66,614,000",Park Bank
4495,4495,"$66,529,000",Maynard Savings Bank
4496,4496,"$66,439,000","The Howard State Bank, Howard, Kansas"
4497,4497,"$66,393,000",Bank of Oak Ridge
4498,4498,"$66,349,000",The Security State Bank
4499,4499,"$66,225,000","Square Financial Services, Inc."
4500,4500,"$66,126,000","The Stock Exchange Bank, Caldwell, Kansas"
4501,4501,"$66,096,000",First Bank of Pike
4502,4502,"$66,049,000",State Bank of Lismore
4503,4503,"$65,964,000",Sloan State Bank
4504,4504,"$65,724,000",The Citizens State Bank and Trust Company
4505,4505,"$65,652,000",The Port Austin State Bank
4506,4506,"$65,634,000",Tri-County Trust Company
4507,4507,"$65,473,000",Clinton Bank
4508,4508,"$65,420,000",Farmers & Traders Savings Bank
4509,4509,"$65,351,000",The First Bank of Celeste
